character1,character2,count
Collette Blige,Mr. Benning,1
Collette Blige,Mr. Chastain X Harrelson,1
Collette Haley,Sir Collette,1
Costner,Greek,1
Depp,Greek,1
Depp,Monsieur Carpenter,1
Depp,Mr. Chastain X Harrelson,1
Deschanel,Miss Cheadle Bruce Efron,1
Dickens,Hiabam Rudd Page,1
Gadot Lamarr,Palmer,1
Gooding,Greek,1
Gooding,Monsieur Carpenter,1
Gooding,Mr. Benning,1
Greek,Mr. Benning,1
Greek,Sir Collette,1
Greek,Woodley,1
Hiabam Rudd Page,Superintendent Gable,1
Hiabam Rudd Page,roman,1
Kimmel,Monsieur Carpenter,1
Kimmel,Superintendent Gable,1
Lively,Mr. Benning,1
Lively,Sir Collette,1
Maggie Goomer,Miss Ronan,1
Miller,Miller Hawke,1
Miller,O'Grady,1
Miller,Paley,1
Miller Hawke,O'Grady,1
Minister of Justice,Superintendent Gable,1
Miss Cheadle Bruce Efron,Miss Ronan,1
Miss Cheadle Bruce Efron,Sir Travolta,1
Miss Ronan,Mr. Benning,1
Miss Ronan,Mr. Chastain X Harrelson,1
Miss Ronan,Portman,1
Monsieur Carpenter,Roumanian,1
Monsieur Carpenter,Sir Collette,1
Monsieur Carpenter,brown,1
Monsieur Carpenter,rumo,1
Mr. Arnold,Superintendent Gable,1
Mr. Benning,t,1
Mr. Chastain X Harrelson,Redford Carpenter,1
Mr. Chastain X Harrelson,Waller Neeson,1
Mr. Chastain X Harrelson,Waller Neeson Harrelson,1
Mr. Chastain X Harrelson,t,1
Mrs. Saldana,t,1
Mrs. Verne,Superintendent Gable,1
O'Grady,t,1
Portman,Portman Neeson,1
Portman,Sir Travolta,1
Portman,Sir Travolta Efron,1
Portman,Waller Neeson,1
Portman Neeson,Waller Neeson,1
Roumanian,t,1
Rudd Effendis,Rudd Page of Mckellen,1
Rudd Page of Mckellen,doctor,1
Rudd Page of Mckellen,t,1
Sir Collette,grossmith,1
Sir Collette,t,1
Sir Travolta,Sir Travolta Efron,1
Sir Travolta,m,1
Smith,Terrell,1
Smith Ferrell,t,1
Superintendent Gable,m,1
Waller Neeson,Waller Neeson Harrelson,1
doctor,t,1
