character1,character2,count
Elizabeth Tina,Ross,1
Elizabeth Tina,Snape,1
Farmer Ron,Monsieur Vernon,1
Farmer Ron,Monsieur Vernon Hat,1
Farmer Ron,Parvati,1
Farmer Ron,Parvati Petunia,1
Farmer Ron,Scorpius,1
Farmer Ron,Tom Patronus,1
Kreacher Agnes And,Monsieur And,1
Kreacher Agnes And,Mr. Moony Hat,1
Kreacher Agnes And,Ross,1
Kreacher Agnes And,Viktor Alastor,1
Kreacher Agnes And,console,1
Kreacher Agnes And,jack,1
Lady Cattermole,Monsieur Luna,1
Lady Cattermole,Monsieur Moony,1
Lady Cattermole,Monsieur Vernon Hat,1
Lady Cattermole,Patronus Manticore,1
Lady Cattermole,Ross,1
Lady Cattermole,Tom Patronus,1
Monsieur Binns,Monsieur Moony,1
Monsieur Binns,Parvati Petunia,1
Monsieur Binns,Patronus Manticore,1
Monsieur Luna,Patronus Manticore,1
Monsieur Luna,Scorpius Hat,1
Monsieur Luna,Sir Nymphadora,1
Monsieur Moony,Scorpius Hat,1
Monsieur Moony,Tom Fenrir,1
Monsieur Vernon,Patronus Manticore,1
Monsieur Vernon,Scorpius Hat,1
Monsieur Vernon,Sir Nymphadora,1
Monsieur Vernon,Snape,1
Monsieur Vernon,Tom,1
Monsieur Vernon Hat,Parvati Petunia,1
Monsieur Vernon Hat,Snape,1
Monsieur Vernon Hat,counsel,1
Mr. Wizarding And,Pettigrew,1
Mr. Wizarding And,Snape,1
Parvati,Snape,1
Parvati,Snape Court,1
Parvati,Tom Patronus,1
Parvati Petunia,Paul George,1
Parvati Petunia,Scorpius,1
Pettigrew,Wizarding,1
Scorpius,Snape Court,1
Scorpius,counsel,1
Scorpius Hat,counsel,1
Snape,Teddy Earl,1
Snape,Viktor Alastor,1
Snape,Wizarding,1
Teddy Earl,Viktor Alastor,1
Tom,Tom Fenrir,1
Wizarding,ing,1
