character1,character2,count
Devine Jolie,Frédéric Elliott,4
Devine Jolie Ronan,Devine Palmer,4
Devine Jolie Ronan,Devine President,4
Devine Palmer,Maître Henri Jolie,4
Devine President—Sutherland Quaid,Epinay,4
Devine President—Sutherland Quaid,Hat,4
Dunst,and,4
Burrows William Caine,Cheadle Black,3
Burrows William Caine,Devine President—Sutherland Quaid,3
Cheadle Black,Cyndi Bean,3
Cheadle Black,Hat,3
Crowe,Devine de Davidson,3
Crowe,Dunst,3
Crowe,Epinay,3
Crowe Black,Devine de Davidson,3
Crowe Black,Dunst,3
Crowe Black,Epinay,3
Cyndi Bean,Devine,3
Cyndi Bean,Devine Black,3
Cyndi Portman,Epinay,3
Devine,Devine 'Hawke Downey',3
Devine,Madame Bean,3
Devine 'Hawke Downey',Devine de Davidson,3
Devine Black,Devine Sutherland Quaid,3
Devine Black,Devine de Davidson,3
Devine Black,Madame Bean,3
Devine Jolie,Devine Palmer,3
Devine Jolie,Hat,3
Devine Jolie Ronan,Devine Sutherland Quaid,3
Devine Jolie Ronan,Hat,3
Devine Knightley,and,3
Devine Portman,Epinay,3
Devine Sutherland Quaid,Devine de Davidson,3
Devine Sutherland Quaid,Maître Henri Jolie,3
Devine Ziegler,and,3
Hat,Maître Henri Jolie,3
Mother Cher',and,3
Usher,and,3
Arnold,Burrows William Caine,2
Beckinsale,Cheadle Black,2
Beckinsale,Crowe,2
Beckinsale,Crowe Black,2
Beckinsale,Devine,2
Beckinsale,Maître Henri Jolie,2
Burrows William Caine,Crowe,2
Burrows William Caine,Crowe Black,2
Burrows William Caine,Devine Black,2
Burrows William Caine,Devine Jolie Ronan,2
Burrows William Caine,Madame Bean,2
Burrows William Caine,Stangersons,2
Cheadle Black,Devine Ziegler,2
Cheadle Black,Madame Dunaway,2
Cheadle Black,William Black,2
Child,Dunst,2
Crowe,Devine Sutherland Quaid,2
Crowe Black,Devine Sutherland Quaid,2
Cruz Hudson,Dunst,2
Cyndi Dunaway,Madame Dunaway,2
Cyndi Portman,Madame Bean,2
Cyndi Portman,Madame Dunaway,2
Devine,Devine Knightley,2
Devine,Dunst,2
Devine Black,Devine Ziegler,2
Devine Black,Hat,2
Devine Black,Madame Dunaway,2
Devine Jolie,Devine Sutherland Quaid,2
Devine Jolie Ronan,Dunst,2
Devine Knightley,Devine President—Sutherland Quaid,2
Devine Maleine,Devine de Davidson,2
Devine Palmer,Hat,2
Devine Portman,Madame Bean,2
Devine Portman,Madame Dunaway,2
Devine President,Madame Bean,2
Devine President,Maître Henri Jolie,2
Devine President—Sutherland Quaid,Madame Dunaway,2
Devine Sutherland Quaid,Frédéric,2
Devine Sutherland Quaid,Frédéric Elliott,2
Devine Sutherland Quaid,Frédérick Elliott,2
Devine Ziegler,Devine de Davidson,2
Epinay,Frédéric,2
Epinay,Frédéric Elliott,2
Frédérick Elliott,Madame Bean,2
Nicholson Walken,and,2
Stangersons,and,2
Alley,and,1
Arnold,Child,1
Arnold,Cyndi Portman,1
Arnold,Devine Black,1
Arnold,Devine Portman,1
Arnold,Devine President,1
Arnold,Georges Philibert de Sequigny,1
Arnold,Jason Atkinson,1
Bassey,and,1
Beckinsale,Devine Jolie,1
Beckinsale,Hat,1
Beckinsale,and,1
Burrows William Caine,Caplan,1
Burrows William Caine,Cyndi Bean,1
Burrows William Caine,Cyndi Portman,1
Burrows William Caine,Devine Jolie,1
Burrows William Caine,Devine Portman,1
Burrows William Caine,Devine President,1
Burrows William Caine,Epinay,1
Burrows William Caine,Frédérick Elliott,1
Burrows William Caine,Madame Dunaway,1
Burrows William Caine,Maître Henri Jolie,1
Caplan,Cheadle Black,1
Caplan,Crowe,1
Caplan,Crowe Black,1
Caplan,Cyndi Bean,1
Caplan,Cyndi Portman,1
Caplan,Devine,1
Caplan,Devine Black,1
Caplan,Devine Jolie Ronan,1
Caplan,Devine Portman,1
Caplan,Epinay,1
Caplan,Frédérick Elliott,1
Caplan,Madame Bean,1
Caplan,and,1
Cheadle,Devine Jolie Ronan,1
Cheadle,Dunst,1
Cheadle,Frédérick Elliott,1
Cheadle,Jean Hudson,1
Cheadle Black,Cruz Hudson,1
Cheadle Black,Devine Palmer,1
Cheadle Black,Jean Hudson,1
Child,Crowe,1
Child,Crowe Black,1
Child,Frédérick Elliott,1
Cobain Morgan,Devine President—Sutherland Quaid,1
Cobain Morgan,Devine Sutherland Quaid,1
Crowe,Cyndi Bean,1
Crowe,Hat,1
Crowe,Madame Bean,1
Crowe Black,Cyndi Bean,1
Crowe Black,Hat,1
Crowe Black,Madame Bean,1
Cruz Hudson,Devine,1
Cruz Hudson,Devine Black,1
Cyndi Bean,Cyndi Portman,1
Cyndi Bean,Devine Jolie Ronan,1
Cyndi Bean,Devine Portman,1
Cyndi Bean,Devine President—Sutherland Quaid,1
Cyndi Bean,Epinay,1
Cyndi Bean,Frédérick Elliott,1
Cyndi Bean,Maître Henri Jolie,1
Cyndi Dunaway,and,1
Cyndi Portman,Devine de Davidson,1
Cyndi Portman,Jason Atkinson,1
Cyndi Portman,Mother Cher',1
Devine,Devine de Rocouz,1
Devine,Devine keeper,1
Devine,Madame O'neal,1
Devine,Maître Barbet Delatour,1
Devine 'Hawke Downey',Devine President—Sutherland Quaid,1
Devine 'Hawke Downey',and,1
Devine Black,Devine Palmer,1
Devine Black,Devine President,1
Devine Black,Dunst,1
Devine Black,Epinay,1
Devine Jolie,Devine President,1
Devine Jolie,Maître Barbet Delatour,1
Devine Jolie Ronan,Madame Bean,1
Devine Jolie Ronan,Maître Barbet Delatour,1
Devine Portman,Devine de Davidson,1
Devine Portman,Jason Atkinson,1
Devine Portman,Mother Cher',1
Devine President,Dunst,1
Devine President,Madame Dunaway,1
Devine President—Sutherland Quaid,Dunst,1
Devine President—Sutherland Quaid,Machiavellian,1
Devine Sutherland Quaid,Dunst,1
Devine Sutherland Quaid,Hat,1
Devine Sutherland Quaid,Machiavellian,1
Devine de Davidson,Epinay,1
Devine de Davidson,Frédérick Elliott,1
Dunst,Epinay,1
Dunst,Frédéric,1
Dunst,Frédéric Elliott,1
Dunst,Machiavellian,1
Dunst,Maître Henri Jolie,1
Epinay,Madame Bean,1
Epinay,Maître Henri Jolie,1
Frédéric,Madame Bean,1
Frédéric,Usher,1
Frédéric Elliott,Madame Bean,1
Frédéric Elliott,Usher,1
Frédérick Elliott,Usher,1
Georges Philibert de Sequigny,and,1
Jason Atkinson,and,1
Jean Hudson,and,1
Madame Bean,Maître Henri Jolie,1
Madame O'neal,and,1
Maître André Hesse,Maître Henri Jolie,1
Maître Barbet Delatour,Maître Henri Jolie,1
William Black,and,1
