character1,character2,count
Gyllenhaal Tyson,Mr. Penn,1
Gyllenhaal Tyson,Mr. Pitt Ruffalo,1
Gyllenhaal Tyson,O'neal,1
Gyllenhaal Tyson,Phillips,1
Gyllenhaal Tyson,Pitt,1
Gyllenhaal Tyson,Scott Ice,1
Iger,James,1
Iger,James Garfunkel,1
James,Judge Tyson,1
James,Lee,1
James,Miss Brolin,1
James,Miss Jackman Rapp,1
James,Mr. Penn,1
James,Wright,1
James,Young,1
James Garfunkel,Judge Tyson,1
James Garfunkel,Miss Brolin,1
James Garfunkel,Miss Jackman Rapp,1
James Garfunkel,Quaid Davidson,1
James Garfunkel,Wright,1
Jolie',Judge Tyson,1
Jolie',Miss Brolin,1
Jolie',Mr. Pitt Ruffalo,1
Jolie',Pearson,1
Jolie',Pearson Depp,1
Jolie',Phillips Taika,1
Jolie',Pitt,1
Judge Tyson,Kidman,1
Judge Tyson,Miss Jackman Rapp,1
Judge Tyson,Mr. Black Cobain,1
Judge Tyson,Mr. Penn,1
Judge Tyson,Mr. Pitt Ruffalo,1
Judge Tyson,O'neal,1
Judge Tyson,Phillips,1
Judge Tyson,Pitt,1
Judge Tyson,Scott Ice,1
Kidman,O'neal,1
Ledger,Mr. Roberts,1
Lewis,Mr. Penn,1
Lewis,Pearson Depp,1
Lewis,Scott Ice,1
Lewis,Washington,1
Lewis,Young,1
Lewis,Zane,1
Lively,Wayans,1
Miss Jackman Rapp,Quaid,1
Miss Jackman Rapp,Quaid Davidson,1
Miss Jackman Rapp,Scott Ice,1
Miss Zane Smith,Mr. Penn,1
Mr. Akerman Capshaw,Wright,1
Mr. Black Cobain,Mr. Pitt Ruffalo,1
Mr. Black Cobain,Pitt,1
Mr. Black Cobain,Quaid,1
Mr. Black Cobain,Wright,1
Mr. Penn,Mr. Pitt Ruffalo,1
Mr. Penn,Mr. Roberts,1
Mr. Penn,Phillips Taika,1
Mr. Penn,Pitt,1
Mr. Penn,Quaid,1
Mr. Penn,Zane,1
Mr. Pitt Ruffalo,Scott Ice,1
Mr. Pitt Ruffalo,Young,1
Mr. Roberts,Zane,1
Mrs. Hart,Young,1
Palmer,Wright,1
Phillips,Quaid,1
Phillips Taika,Segel,1
Pitt,Scott Ice,1
Pitt,Young,1
Quaid,Scott Ice,1
Quaid,Wright,1
Quaid Davidson,Segel,1
Quaid Davidson,Wright,1
Quaid Davidson,Zendaya,1
Washington,Wright,1
