character1,character2,count
Dr. Penberthy,Waffles Newton,1
Dr. Penberthy,dickens,1
Dr. Penberthy,komski,1
Dr. Penberthy,somebody,1
Dykes,Mr. George Fentiman,1
Edgar Wallace,Le Neve,1
Felicity,Mr. George Fentiman,1
Felicity,means,1
Fennimore,Fenton,1
Fennimore,e,1
Fentimans,Mr. George Fentiman,1
Fentimans,Robert,1
Fenton,e,1
Gatti,George,1
Gatti,Mr. George Fentiman,1
Gatti,Mr. Oliver,1
Gatti,Peter Wimsey,1
Gatti,somebody,1
George,George Barnwell,1
George,George Robey,1
George,Joe Munns,1
George,Mr. Murbles,1
George,fire,1
George,means,1
George,street,1
Henry Dormer,Mr. Murbles,1
Henry Dormer,Peter,1
Henry Dormer,Salcombe Hardy,1
Henry Dormer,harley,1
Henry Dormer,somebody,1
Henry Dormer,street,1
Inspector Parker,Mr. Oliver,1
Inspector Parker,Sally,1
Inspector Parker,dixon,1
Inspector Parker,fire,1
Inspector Parker,glaister,1
Inspector Parker,harley,1
Inspector Parker,hullo,1
Inspector Parker,mann,1
Inspector Parker,milo,1
Inspector Parker,taylor,1
Isabel Ostrander,wallaces,1
Jerry,god,1
Jimmy Rowe,Joe,1
Jimmy Rowe,Peter Wimsey,1
Joe,Joe Munns,1
Joe Munns,Sheila,1
Lady Lubbock,Peter Wimsey,1
Lady Lubbock,Sir James Lubbock,1
Le Neve,Peter Wimsey,1
Marchbanks,Mr. George Fentiman,1
Marchbanks,Wetheridge,1
Marjorie,Naomi,1
Marjorie,Naomi Rushworth,1
May Sinclair,jones,1
Miss Ann Dorland,Naomi,1
Miss Ann Dorland,Naomi Rushworth,1
Miss Ann Dorland,Peter Wimsey,1
Miss Ann Dorland,Sir James,1
Miss Ann Dorland,Sir James Lubbock,1
Miss Ann Dorland,William,1
Miss Ann Dorland,harley,1
Miss Ann Dorland,ma,1
Miss Ann Dorland,somebody,1
Miss Ann Dorland,street,1
Mr. Culyer,Peter,1
Mr. Culyer,Peter Wimsey,1
Mr. George Fentiman,Postlethwaite,1
Mr. George Fentiman,Salcombe Hardy,1
Mr. George Fentiman,Saunders,1
Mr. George Fentiman,Sir James Lubbock,1
Mr. George Fentiman,Tin-Tummy Challoner,1
Mr. George Fentiman,William,1
Mr. George Fentiman,bar,1
Mr. George Fentiman,e,1
Mr. George Fentiman,somebody,1
Mr. Hinkins,Mr. Murbles,1
Mr. Hinkins,harley,1
Mr. Hinkins,street,1
Mr. Murbles,Robert Fentiman,1
Mr. Murbles,fire,1
Mr. Oliver,Robert,1
Mr. Oliver,somebody,1
Mr. Swain,Peter Wimsey,1
Naomi,Peter,1
Naomi,Waffles Newton,1
Naomi,Walter,1
Natasha,somebody,1
Nellie,William,1
Nurse,William,1
Nurse,street,1
Nurse Armstrong,street,1
Peter,Sheila,1
Peter,Sir James,1
Peter,Sir James Lubbock,1
Peter,Woodward,1
Peter,hullo,1
Peter,rose,1
Peter Wimsey,Pontius Pilate,1
Peter Wimsey,Sir James,1
Peter Wimsey,Weston,1
Peter Wimsey,Wetheridge,1
Peter Wimsey,aristotle,1
Peter Wimsey,dougal,1
Peter Wimsey,fire,1
Peter Wimsey,hullo,1
Peter Wimsey,judit,1
Peter Wimsey,mossy,1
Peter Wimsey,motive,1
Robert,Salcombe Hardy,1
Robert,bar,1
Robert,means,1
Robert Fentiman,Salcombe Hardy,1
Salcombe,Waffles,1
Salcombe,Waffles Newton,1
Salcombe,god,1
Salcombe,harley,1
Salcombe,street,1
Salcombe Hardy,Sally,1
Salcombe Hardy,Waffles Newton,1
Salcombe Hardy,harley,1
Sheila,hullo,1
Virginia Woolf,e,1
Wetheridge,somebody,1
Woodward,god,1
bar,street,1
conan,doyle,1
conan,queux,1
dixon,glaister,1
dixon,mann,1
dixon,taylor,1
doyle,queux,1
fire,somebody,1
fleming,sayers,1
glaister,mann,1
glaister,taylor,1
macaulay,rose,1
mann,taylor,1
napoleon,somebody,1
