character1,character2,count
Isabella,Van,1
Jane Pigot,Mr. Franklin,1
John,providence,1
John Randolph,providence,1
Josephine Paolucci,Suzanne Shell,1
Josephine Paolucci,by,1
Lena,Ruth Oliver,1
Louise,Mrs. Howard Van Burnam,1
Louise Van Burnam,Mrs. Howard Van Burnam,1
Miss Amelia,by,1
Miss Amelia,iv,1
Miss Amelia Butterworth,inspector,1
Miss Louise Stapleton,Mr. Franklin,1
Miss Louise Stapleton,Mr. Franklin Van Burnam,1
Miss Louise Stapleton,Mrs. Howard Van Burnam,1
Miss Louise Stapleton,Van,1
Mr. Alvord,t,1
Mr. Franklin,Ruth Oliver,1
Mr. Franklin Van Burnam,Ruth Oliver,1
Mr. Franklin Van Burnam,inspector,1
Mr. Franklin Van Burnam,t,1
Mrs. Howard Van Burnam,t,1
Mrs. James Pope,t,1
Olive,taken,1
Olive Randolph,taken,1
Randolph Stone,by,1
Ruth Oliver,Van,1
Sibley,t,1
Susan Ferguson,by,1
Suzanne Shell,by,1
Van,inspector,1
Van,t,1
anna,rohlfs,1
by,g,1
by,gown,1
by,madonna,1
by,r,1
by,rohlfs,1
inspector,t,1
inspector,taken,1
t,taken,1
