character1,character2,count
Edgar Verrall,Miss Jennifer Wynne,1
Graves,Mr. Gunga Dall,1
Hamilton Cleek,Jack,1
Hamilton Cleek,Lor,1
Hamilton Cleek,Mr. Deland,1
Hamilton Cleek,Mr. George Headland,1
Hamilton Cleek,Policeman,1
Hamilton Cleek,brahma,1
Hamilton Cleek,cracksman,1
Hamilton Cleek,gad,1
Hamilton Cleek,gawd,1
Hamilton Cleek,juliet,1
Hamilton Cleek,mother,1
Hamilton Cleek,romeo,1
Hamilton Cleek,shiva,1
Hammond,Lady Margaret Cheyne,1
Hammond,constable,1
Hammond,yessir,1
Inspector Headland,Mr. George Headland,1
Jack,constable,1
James Blake,Jen,1
James Blake,Jim,1
James Blake,Lady Margaret,1
James Blake,Mr. Gunga Dall,1
James Blake,Mr. Maverick Narkom,1
James Blake,Sam Blake,1
James Blake,Sir Edgar,1
Jim,Professor James,1
Jim,constable,1
Lady Brenton,Mr. George Headland,1
Lady Brenton,case,1
Lady Brenton,mother,1
Lady Margaret,Miss Marion,1
Lady Margaret,Mr. Gunga Dall,1
Lady Margaret,Mr. Maverick Narkom,1
Lady Margaret,Peggy,1
Lady Margaret,Sammy,1
Lady Margaret,brahma,1
Lady Margaret,constable,1
Lady Margaret,hampton,1
Lady Margaret,juliet,1
Lady Margaret,romeo,1
Lady Margaret,shiva,1
Lady Margaret Cheyne,Miss Marion,1
Lady Margaret Cheyne,Mr. Deland,1
Lady Margaret Cheyne,Peggy Wynne,1
Lady Margaret Cheyne,Petrie,1
Lady Margaret Cheyne,Professor James,1
Lady Margaret Cheyne,Sam,1
Lennard,Mr. Maverick Narkom,1
Lor,Sir Edgar,1
Margot,Mr. Maverick Narkom,1
Margot,cracksman,1
Marion Cheyne,Miss Ailsa Lorne,1
Marion Cheyne,Miss Marion,1
Marion Cheyne,Mr. Deland,1
Marion Cheyne,Peggy,1
Marion Cheyne,Professor James,1
Marion Cheyne,Sam,1
Miss Ailsa Lorne,mother,1
Miss Jennifer,case,1
Miss Jennifer,hampton,1
Miss Jennifer,superintendent,1
Miss Jennifer Wynne,Mr. Gunga Dall,1
Miss Jennifer Wynne,Peggy,1
Miss Jennifer Wynne,Peggy Wynne,1
Miss Jennifer Wynne,Policeman,1
Miss Jennifer Wynne,Professor James,1
Miss Jennifer Wynne,case,1
Miss Jennifer Wynne,hampton,1
Miss Marion,Mr. Maverick Narkom,1
Miss Marion,Sir Edgar,1
Miss Marion,Sir Edgar Brenton,1
Miss Marion,Timms,1
Mr. Coroner,Sir Edgar,1
Mr. Deland,Mr. George Headland,1
Mr. George Headland,Sir Edgar,1
Mr. George Headland,Sir Edgar Brenton,1
Mr. George Headland,emperor,1
Mr. George Headland,superintendent,1
Mr. Gunga Dall,Professor James,1
Mr. Gunga Dall,Sam,1
Mr. Maverick Narkom,Petrie,1
Peggy,Peggy Wynne,1
Petrie,constable,1
Petrie,hampton,1
Policeman,case,1
Policeman,constable,1
Professor James,Sam,1
Professor James,constable,1
Sam,Sam Blake,1
Sam,emperor,1
Sir Edgar,constable,1
Sir Edgar,juliet,1
Sir Edgar,romeo,1
Superintendent Narkom,case,1
brahma,shiva,1
case,emperor,1
case,hampton,1
case,juliet,1
case,romeo,1
case,shadows,1
constable,hampton,1
constable,shadows,1
constable,yessir,1
juliet,romeo,1
